Provider,product,Price,CPU_RAM_price,Storage_price,licensed_OS_price,internal_egress_price,external_egress_price,internal_egress,external_egress,CPU,RAM,STORAGE,Regional_redundancy,Autoscaling,Payment_option,Term_Length,Instance_Type,Disk_type,OS,Region
Microsoft,AKS39,2.82003,1.15,0.0125,0,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,Standard,free,Asia
Microsoft,AKS40,2.53003,0.86,0.0125,0,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,Standard,free,Asia
Microsoft,AKS41,2.35938,1.096,0.099,0,0.0273973,1.137,2000,10000,8,64,300,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
Microsoft,AKS42,2.14338,0.88,0.099,0,0.0273973,1.137,2000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,SSD,free,US
Microsoft,AKS43,1.92338,0.66,0.099,0,0.0273973,1.137,2000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,SSD,free,US
Microsoft,AKS44,3.13403,1.096,0.0125,0.368,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,No commitment,Dedicated,Standard,Windows,Asia
Microsoft,AKS45,2.91803,0.88,0.0125,0.368,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,Standard,Windows,Asia
Microsoft,AKS46,2.69803,0.66,0.0125,0.368,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,Standard,Windows,Asia
Microsoft,AKS47,3.01228,1.096,0.12875,0.13,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
Microsoft,AKS48,2.79628,0.88,0.12875,0.13,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,SSD,Linux,Asia
Microsoft,AKS49,2.57628,0.66,0.12875,0.13,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,SSD,Linux,Asia
Microsoft,AKS50,5.62175,2.112,0.0166,0,0,3.4932,5000,30000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,Standard,free,Asia
Microsoft,AKS51,4.77675,1.267,0.0166,0,0,3.4932,5000,30000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,free,Asia
Microsoft,AKS52,4.31275,0.803,0.0166,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,Asia
Microsoft,AKS53,5.81965,2.112,0.2145,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,SSD,free,Asia
Microsoft,AKS54,4.97465,1.267,0.2145,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,Asia
Microsoft,AKS55,4.51065,0.803,0.2145,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,free,Asia
Microsoft,AKS56,7.09375,3.584,0.0166,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Asia
Microsoft,AKS57,8.37204,2.739,0.0166,0,0,5.6164,9000,50000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,Asia
Microsoft,AKS58,7.90804,2.275,0.0166,0,0,5.6164,9000,50000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,Asia
Microsoft,AKS59,9.41494,3.584,0.2145,0,0,5.6164,10000,50000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Microsoft,AKS60,8.56994,2.739,0.2145,0,0,5.6164,10000,50000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,Asia
Microsoft,AKS61,8.10594,2.275,0.2145,0,0,5.6164,10000,50000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,Asia
Microsoft,RH1,7.75782,1.604,0.3319,0,0.1369863,5.6849,10000,50000,32,128,1000,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Microsoft,RH2,2.56648,1.0702,0.3319,0,0.0273973,1.137,2000,10000,16,64,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH3,2.25938,0.722,0.3319,0,0.0684932,1.137,5000,10000,16,64,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH4,3.84033,1.74,0.4291,0,0.0273973,1.6438,2000,10000,16,64,1000,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
Microsoft,RH5,3.19223,1.0919,0.4291,0,0.0273973,1.6438,2000,10000,16,64,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Asia
Microsoft,RH6,2.14776,0.7023,0.0208,0,0.0273973,1.3973,2000,12000,16,64,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH7,2.99746,1.552,0.0208,0,0.0273973,1.3973,2000,12000,16,64,500,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Microsoft,RH8,2.34948,0.979,0.165,0,0.0684932,1.137,5000,10000,16,64,500,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH9,2.01858,0.6481,0.165,0,0.0684932,1.137,5000,10000,16,64,500,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH10,0.52813,0.391,0.0159,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,US
Microsoft,RH11,0.39053,0.2534,0.0159,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH12,0.30263,0.1655,0.0159,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH13,0.67123,0.385,0.165,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Microsoft,RH14,0.54123,0.255,0.165,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH15,0.45403,0.1678,0.165,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH16,0.62155,0.435,0.0208,0,0.0013699,0.1644,100,1000,4,16,500,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Microsoft,RH17,0.45746,0.2668,0.0208,0,0.0054795,0.1644,400,1000,4,16,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH18,0.36496,0.1743,0.0208,0,0.0054795,0.1644,400,1000,4,16,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH19,9.25782,3.104,0.3319,0,0.1369863,5.6849,10000,50000,32,128,1000,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
Microsoft,RH20,8.11182,1.958,0.3319,0,0.1369863,5.6849,10000,50000,32,128,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH21,4.03906,1.2962,0.3319,0,0.1369863,2.274,10000,20000,32,128,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH22,5.53096,3.08,0.04,0,0.1369863,2.274,10000,20000,32,128,1000,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Europe
Microsoft,RH23,4.46496,2.0381,0.0159,0,0.1369863,2.274,10000,20000,32,128,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Microsoft,RH24,3.76856,1.3417,0.0159,0,0.1369863,2.274,10000,20000,32,128,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Microsoft,RH25,6.10755,3.48,0.1618,0,0.1369863,2.3288,10000,20000,32,128,500,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
Microsoft,RH26,4.81135,2.1838,0.1618,0,0.1369863,2.3288,10000,20000,32,128,500,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Asia
Microsoft,RH27,4.03205,1.4045,0.1618,0,0.1369863,2.3288,10000,20000,32,128,500,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Asia
Microsoft,RH28,1.99098,0.776,0.0095,0,0.0684932,1.137,5000,10000,8,32,300,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,US
Microsoft,RH29,1.93188,0.4895,0.0095,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH30,1.76648,0.3241,0.0095,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH31,2.30188,0.77,0.099,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Microsoft,RH32,2.04138,0.5095,0.099,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH33,1.86738,0.3355,0.099,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH34,2.30716,0.87,0.0125,0,0.0273973,1.3973,2000,12000,8,32,300,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Microsoft,RH35,1.98306,0.5459,0.0125,0,0.0273973,1.3973,2000,12000,8,32,300,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH36,1.78836,0.3512,0.0125,0,0.0273973,1.3973,2000,12000,8,32,300,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH37,0.67194,0.425,0.1216,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Africa
Microsoft,RH38,0.50704,0.2601,0.1216,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Africa
Microsoft,RH39,0.41584,0.1689,0.1216,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Africa
Microsoft,RH40,0.62384,0.489,0.0095,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,South America
Microsoft,RH41,0.41403,0.2833,0.0095,0,0.0013699,0.1199,100,1000,4,16,300,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,South America
Microsoft,RH42,0.32633,0.1956,0.0095,0,0.0013699,0.1199,100,1000,4,16,300,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,South America
Microsoft,RH43,0.90373,0.421,0.1204,0,0.0027397,0.3596,100,3000,4,16,300,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Australia
Microsoft,RH44,0.75423,0.2715,0.1204,0,0.0027397,0.3596,100,3000,4,16,300,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Australia
Microsoft,RH45,0.66333,0.1806,0.1204,0,0.0027397,0.3596,100,3000,4,16,300,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Australia
IBM,CKS4,1.86247,0.52,0,0,0,1.3425,500,10000,8,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
IBM,CKS5,2.10247,0.76,0,0,0,1.3425,500,10000,8,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
IBM,CKS6,1.86247,0.52,0,0,0,1.3425,500,10000,8,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS7,2.10247,0.76,0,0,0,1.3425,500,10000,8,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Europe
IBM,CKS8,2.02685,0.52,0,0,0,1.5068,1000,10000,8,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Asia
IBM,CKS9,2.26685,0.76,0,0,0,1.5068,1000,10000,8,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Asia
IBM,CKS10,0.14699,0.11,0,0,0,0.037,30,300,2,4,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
IBM,CKS11,0.37699,0.34,0,0,0,0.037,30,300,2,4,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
IBM,CKS12,0.14699,0.11,0,0,0,0.037,30,300,2,4,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS13,0.37699,0.34,0,0,0,0.037,30,300,2,4,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Europe
IBM,CKS14,0.15521,0.11,0,0,0,0.0452,30,300,2,4,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Asia
IBM,CKS15,0.43041,0.34,0,0,0,0.0904,30,600,2,4,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Asia
IBM,CKS16,1.30497,1.231,0,0,0,0.074,400,600,4,32,2000,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS17,4.07075,1.605,0,0,0,2.4658,9000,20000,20,64,2000,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS18,2.26096,0.65,0,0,0,1.611,2000,12000,16,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
IBM,CKS19,2.52096,0.91,0,0,0,1.611,2000,12000,16,16,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
IBM,CKS20,2.96685,1.46,0,0,0,1.5068,1000,10000,16,128,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Asia
IBM,CKS21,2.85685,1.35,0,0,0,1.5068,1000,10000,16,128,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Asia
IBM,CKS22,2.42096,0.81,0,0,0,1.611,2000,12000,16,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS23,2.67096,1.06,0,0,0,1.611,2000,12000,16,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Europe
IBM,CKS24,2.59096,0.98,0,0,0,1.611,2000,12000,16,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS25,2.96096,1.35,0,0,0,1.611,2000,12000,16,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Europe
IBM,CKS26,3.63575,1.17,0,0,0,2.4658,9000,20000,32,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS27,4.02575,1.56,0,0,0,2.4658,9000,20000,32,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Europe
IBM,CKS28,3.88575,1.42,0,0,0,2.4658,9000,20000,32,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
IBM,CKS29,4.27575,1.81,0,0,0,2.4658,9000,20000,32,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Europe
IBM,CKS49,3.07096,1.46,0,0,0,1.611,2000,12000,16,128,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
IBM,CKS50,3.51096,1.9,0,0,0,1.611,1000,12000,16,128,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
IBM,CKS51,4.25575,1.79,0,0,0,2.4658,9000,20000,32,128,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
IBM,CKS52,4.67575,2.21,0,0,0,2.4658,9000,20000,32,128,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
IBM,RH7,5.70575,3.24,0,0,0,2.4658,9000,20000,32,128,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH8,5.93575,3.47,0,0,0,2.4658,9000,20000,32,128,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH9,2.49096,0.88,0,0,0,1.611,1000,12000,8,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH10,2.67096,1.06,0,0,0,1.611,1000,12000,8,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH11,0.55397,0.48,0,0,0,0.074,100,600,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH12,0.84397,0.77,0,0,0,0.074,100,600,4,16,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH13,0.59397,0.52,0,0,0,0.074,400,600,4,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH14,0.76397,0.69,0,0,0,0.074,100,600,4,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH15,2.54096,0.93,0,0,0,1.611,1000,12000,8,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH16,2.77096,1.16,0,0,0,1.611,1000,12000,8,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH17,2.58096,0.97,0,0,0,1.611,1000,12000,8,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH18,3.11096,1.5,0,0,0,1.611,5000,12000,16,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH19,3.34096,1.73,0,0,0,1.611,5000,12000,16,16,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH20,4.49493,1.81,0,0,0,2.6849,5000,20000,16,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH21,4.82493,2.14,0,0,0,2.6849,5000,20000,16,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH22,4.35493,1.67,0,0,0,2.6849,5000,20000,16,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH23,4.53493,1.85,0,0,0,2.6849,5000,20000,16,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH24,4.71493,2.03,0,0,0,2.6849,5000,20000,16,128,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH25,5.36575,2.9,0,0,0,2.4658,9000,20000,32,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH26,5.67575,3.21,0,0,0,2.4658,9000,20000,32,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH27,5.63575,3.17,0,0,0,2.4658,10000,20000,32,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,South America
IBM,RH28,5.67575,3.21,0,0,0,2.4658,10000,20000,32,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,South America
IBM,RH31,1.80397,1.73,0,0,0,0.074,100,600,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH32,0.49397,0.42,0,0,0,0.074,100,600,4,16,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH33,0.79329,0.67,0,0,0,0.1233,400,1000,4,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH34,0.58329,0.46,0,0,0,0.1233,400,1000,4,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH35,3.49493,0.81,0,0,0,2.6849,1000,20000,8,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH36,3.69493,1.01,0,0,0,2.6849,1000,20000,8,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH37,3.52493,0.84,0,0,0,2.6849,1000,20000,8,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH38,3.98493,1.3,0,0,0,2.6849,1000,20000,16,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH39,4.18493,1.5,0,0,0,2.6849,1000,20000,16,16,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH40,4.25493,1.57,0,0,0,2.6849,1000,20000,16,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH41,4.54493,1.86,0,0,0,2.6849,1000,20000,16,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH42,2.74247,1.4,0,0,0,1.3425,1000,10000,16,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH43,2.94247,1.6,0,0,0,1.3425,1000,10000,16,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH44,3.18247,1.84,0,0,0,1.3425,1000,10000,16,128,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH45,4.98575,2.52,0,0,0,2.4658,10000,20000,32,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH46,5.25575,2.79,0,0,0,2.4658,10000,20000,32,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH47,8.92438,2.76,0,0,0,6.1644,10000,50000,32,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
IBM,RH48,9.16438,3,0,0,0,6.1644,10000,50000,32,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,US
IBM,RH49,0.59068,0.44,0,0,0,0.1507,100,1000,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH50,0.85068,0.7,0,0,0,0.1507,100,1000,4,16,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
IBM,RH51,0.63068,0.48,0,0,0,0.1507,500,1000,4,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH52,0.78068,0.63,0,0,0,0.1507,500,1000,4,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
IBM,RH53,2.35685,0.85,0,0,0,1.5068,1000,10000,8,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH54,2.56685,1.06,0,0,0,1.5068,1000,10000,8,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
IBM,RH55,2.39685,0.89,0,0,0,1.5068,1000,10000,8,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH56,4.3837,1.37,0,0,0,3.0137,5000,20000,16,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH57,4.5937,1.58,0,0,0,3.0137,5000,20000,16,16,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
IBM,RH58,4.6637,1.65,0,0,0,3.0137,5000,20000,16,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH59,4.9737,1.96,0,0,0,3.0137,5000,20000,16,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
IBM,RH60,2.97685,1.47,0,0,0,1.5068,2000,10000,16,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH61,3.19685,1.69,0,0,0,1.5068,2000,10000,16,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
IBM,RH62,9.47425,1.94,0,0,0,7.5342,2000,50000,16,128,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH63,10.18425,2.65,0,0,0,7.534246575,10000,50000,32,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH64,10.46425,2.93,0,0,0,7.534246575,10000,50000,32,32,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
IBM,RH65,10.43425,2.9,0,0,0,7.534246575,10000,50000,32,64,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
IBM,RH66,10.68425,3.15,0,0,0,7.534246575,10000,50000,32,64,100,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
