Provider,Price,Deployment Type,CPU,RAM,STORAGE,external_egress,internal_egress,Autoscaling,Term_Length,Instance_Type,OS,Region,Scaling_to_zero,AppService_Domain,Certificates,Regional_redundancy,Container_support
Microsoft,0.6273972603,WebApp,2,8,1000,2000,600,yes,1,Isolated,Windows,US,no,no,A_no,yes,yes
Microsoft,1.347945205,WebApp,4,16,1000,4000,1000,yes,1,Isolated,Windows,US,no,no,A_no,yes,yes
Microsoft,2.147945205,WebApp,8,32,1000,4000,1000,yes,1,Isolated,Windows,US,no,no,A_no,yes,yes
Microsoft,0.5373972603,WebApp,2,8,1000,2000,600,yes,3,Isolated,Windows,US,no,no,A_no,yes,yes
Microsoft,1.157945205,WebApp,4,16,1000,4000,1000,yes,3,Isolated,Windows,US,no,no,A_no,yes,yes
Microsoft,1.767945205,WebApp,8,32,1000,4000,1000,yes,3,Isolated,Windows,US,no,no,A_no,yes,yes
Microsoft,0.6373972603,WebApp,2,8,1000,2000,600,yes,0,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,1.357945205,WebApp,4,16,1000,4000,1000,yes,0,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,2.167945205,WebApp,8,32,1000,4000,1000,yes,0,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,0.4873972603,WebApp,2,8,1000,2000,600,yes,1,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,1.077945205,WebApp,4,16,1000,4000,1000,yes,1,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,1.607945205,WebApp,8,32,1000,4000,1000,yes,1,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,0.3973972603,WebApp,2,8,1000,2000,600,yes,3,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,0.8879452055,WebApp,4,16,1000,4000,1000,yes,3,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,1.237945205,WebApp,8,32,1000,4000,1000,yes,3,Isolated,A_Linux,US,no,no,A_no,yes,yes
Microsoft,0.4095890411,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,Windows,A_Europe,no,no,A_no,no,yes
Microsoft,0.8191780822,WebApp,2,7,1000,2000,400,yes,0,Isolated,Windows,A_Europe,no,no,A_no,no,yes
Microsoft,1.638356164,WebApp,4,14,1000,4000,1000,yes,0,Isolated,Windows,A_Europe,no,no,A_no,no,yes
Microsoft,0.3995890411,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,A_Linux,A_Europe,no,no,A_no,no,yes
Microsoft,0.7891780822,WebApp,2,7,1000,2000,400,yes,0,Isolated,A_Linux,A_Europe,no,no,A_no,no,yes
Microsoft,1.578356164,WebApp,4,14,1000,4000,1000,yes,0,Isolated,A_Linux,A_Europe,no,no,A_no,no,yes
Microsoft,0.7973972603,WebApp,2,8,1000,2000,600,yes,0,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,1.687945205,WebApp,4,16,1000,4000,1000,yes,0,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,2.827945205,WebApp,8,32,1000,4000,1000,yes,0,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,0.6273972603,WebApp,2,8,1000,2000,600,yes,1,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,1.357945205,WebApp,4,16,1000,4000,1000,yes,1,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,2.157945205,WebApp,8,32,1000,4000,1000,yes,1,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,0.5373972603,WebApp,2,8,1000,2000,600,yes,3,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,0.8291780822,WebApp,4,16,1000,1000,1000,yes,3,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,1.449178082,WebApp,8,32,1000,1000,1000,yes,3,Isolated,Windows,A_Europe,no,no,A_no,yes,yes
Microsoft,0.7569863014,WebApp,2,8,1000,2000,600,yes,0,Isolated,A_Linux,South America,no,no,A_no,yes,yes
Microsoft,1.113972603,WebApp,4,16,1000,1000,1000,yes,0,Isolated,A_Linux,South America,no,no,A_no,yes,yes
Microsoft,1.888219178,WebApp,8,32,1000,1000,400,yes,0,Isolated,A_Linux,South America,no,no,A_no,yes,yes
Microsoft,0.6083550228,WebApp,2,8,1000,2000,600,yes,1,Isolated,A_Linux,South America,no,yes,A_no,yes,yes
Microsoft,0.7595878995,WebApp,4,16,1000,1000,400,yes,1,Isolated,A_Linux,South America,no,yes,A_no,yes,yes
Microsoft,1.2995879,WebApp,8,32,1000,1000,400,yes,1,Isolated,A_Linux,South America,no,yes,A_no,yes,yes
Microsoft,0.5183550228,WebApp,2,8,1000,2000,600,yes,3,Isolated,A_Linux,South America,no,yes,A_no,yes,yes
Microsoft,0.5595878995,WebApp,4,16,1000,1000,400,yes,3,Isolated,A_Linux,South America,no,yes,A_no,yes,yes
Microsoft,0.9195878995,WebApp,8,32,1000,1000,400,yes,3,Isolated,A_Linux,South America,no,yes,A_no,yes,yes
Microsoft,0.4657522831,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,Windows,South America,no,yes,A_no,no,yes
Microsoft,0.9301358447,WebApp,2,7,1000,2000,400,yes,0,Isolated,Windows,South America,no,yes,A_no,no,yes
Microsoft,1.866892694,WebApp,4,14,1000,4000,1000,yes,0,Isolated,Windows,South America,no,yes,Standard,no,yes
Microsoft,0.450043379,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,A_Linux,Asia,no,yes,Standard,no,yes
Microsoft,0.8807283105,WebApp,2,7,1000,2000,400,yes,0,Isolated,A_Linux,Asia,no,yes,Standard,no,yes
Microsoft,1.752098174,WebApp,4,14,1000,4000,1000,yes,0,Isolated,A_Linux,Asia,no,yes,Standard,no,yes
Microsoft,0.8989474886,WebApp,2,8,1000,2000,600,yes,0,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,1.353878995,WebApp,4,16,1000,1000,400,yes,0,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,2.503878995,WebApp,8,32,1000,1000,400,yes,0,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,0.4933310502,WebApp,2,8,1000,400,1000,yes,1,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,1.012510274,WebApp,4,16,1000,1000,400,yes,1,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,1.973195205,WebApp,8,32,1000,2000,400,yes,1,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,0.3919623288,WebApp,2,8,1000,400,1000,yes,3,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,0.9731952055,WebApp,4,16,1000,2000,400,yes,3,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,1.593195205,WebApp,8,32,1000,2000,400,yes,3,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,0.4919623288,WebApp,2,8,1000,400,1000,yes,0,Isolated,A_Linux,Asia,no,no,Standard,yes,yes
Microsoft,1.183195205,WebApp,4,16,1000,2000,400,yes,0,Isolated,A_Linux,Asia,no,no,Standard,yes,yes
Microsoft,2.013195205,WebApp,8,32,1000,2000,400,yes,0,Isolated,A_Linux,Asia,no,no,Standard,yes,yes
Microsoft,0.3519623288,WebApp,2,8,1000,400,1000,yes,1,Isolated,A_Linux,Asia,no,no,Standard,yes,yes
Microsoft,0.8931952055,WebApp,4,16,1000,2000,400,yes,1,Isolated,A_Linux,Asia,no,no,Standard,yes,yes
Microsoft,1.433195205,WebApp,8,32,1000,2000,400,yes,1,Isolated,A_Linux,Asia,no,no,Standard,yes,yes
Microsoft,0.2619623288,WebApp,2,8,1000,400,1000,yes,3,Isolated,A_Linux,Africa,no,no,Standard,yes,yes
Microsoft,0.7131952055,WebApp,4,16,1000,2000,400,yes,3,Isolated,A_Linux,Africa,no,no,Standard,yes,yes
Microsoft,1.073195205,WebApp,8,32,1000,2000,400,yes,3,Isolated,A_Linux,Africa,no,no,Standard,yes,yes
Microsoft,0.5438344749,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,Windows,US,no,no,Wildcard,no,yes
Microsoft,1.053423516,WebApp,2,7,1000,2000,400,yes,0,Isolated,Windows,US,no,no,Wildcard,no,yes
Microsoft,2.072601598,WebApp,4,14,1000,4000,1000,yes,0,Isolated,Windows,US,no,no,Wildcard,no,yes
Microsoft,0.5238344749,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,A_Linux,US,no,no,Wildcard,no,yes
Microsoft,1.013423516,WebApp,2,7,1000,2000,400,yes,0,Isolated,A_Linux,US,no,no,Wildcard,no,yes
Microsoft,1.992601598,WebApp,4,14,1000,4000,1000,yes,0,Isolated,A_Linux,US,no,no,Wildcard,no,yes
Microsoft,0.6617796804,WebApp,2,8,1000,400,1000,yes,0,Isolated,Windows,US,no,no,Wildcard,yes,yes
Microsoft,1.602601598,WebApp,4,16,1000,2000,2000,yes,0,Isolated,Windows,US,no,no,Wildcard,yes,yes
Microsoft,2.854793379,WebApp,8,32,1000,2000,2000,yes,0,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,0.5182180365,WebApp,2,8,1000,400,1000,yes,1,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,1.364793379,WebApp,4,16,1000,2000,2000,yes,1,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,2.184793379,WebApp,8,32,1000,2000,2000,yes,1,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,0.4182180365,WebApp,2,8,1000,400,1000,yes,3,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,1.174793379,WebApp,4,16,1000,2000,2000,yes,3,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,1.794793379,WebApp,8,32,1000,2000,2000,yes,3,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,0.5282180365,WebApp,2,8,1000,400,1000,yes,0,Isolated,A_Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,1.384793379,WebApp,4,16,1000,2000,2000,yes,0,Isolated,A_Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,2.214793379,WebApp,8,32,1000,2000,2000,yes,0,Isolated,A_Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,0.3782180365,WebApp,2,8,1000,400,1000,yes,1,Isolated,A_Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,1.094793379,WebApp,4,16,1000,2000,2000,yes,1,Isolated,A_Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,1.600547945,WebApp,8,32,1000,2000,2000,yes,1,Isolated,A_Linux,Australia,no,no,A_no,yes,yes
Microsoft,0.2539726027,WebApp,2,8,1000,400,1000,yes,3,Isolated,A_Linux,Australia,no,no,A_no,yes,yes
Microsoft,0.8705479452,WebApp,4,16,1000,2000,2000,yes,3,Isolated,A_Linux,Australia,no,no,A_no,yes,yes
Microsoft,1.220547945,WebApp,8,32,1000,2000,2000,yes,3,Isolated,A_Linux,Australia,no,no,A_no,yes,yes
Google,0.1787671233,WebApp,1,0.5,50,400,400,no,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Google,0.2787671233,WebApp,2,1,50,400,400,no,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Google,0.3787671233,WebApp,2,2,50,400,400,no,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Google,0.4787671233,WebApp,4,2,50,400,400,no,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Google,0.1787671233,WebApp,1,0.5,50,400,400,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Google,0.2787671233,WebApp,2,1,50,400,400,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Google,0.3787671233,WebApp,2,2,50,400,400,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Google,0.140915411,WebApp,1,1.75,10,400,400,yes,0,A_Shared,Windows,US,yes,no,A_no,yes,yes
Google,0.205940411,WebApp,2,3.5,10,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.335990411,WebApp,4,7,10,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.132040411,WebApp,1,0.5,10,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.188190411,WebApp,2,1,10,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.423509589,WebApp,2,2,500,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.459009589,WebApp,2,7,500,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.613909589,WebApp,4,14,500,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.466109589,WebApp,2,8,500,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.5061917808,WebApp,4,16,500,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.8301917808,WebApp,8,32,500,400,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.2450684932,WebApp,1,0.5,500,400,100,no,0,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Google,0.3750684932,WebApp,2,1,500,400,100,no,0,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Google,0.5050684932,WebApp,2,2,500,400,100,no,0,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Google,0.6350684932,WebApp,4,2,500,400,100,no,0,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Google,0.2450684932,WebApp,1,0.5,500,400,100,yes,0,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Google,0.3750684932,WebApp,2,1,500,400,100,yes,0,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Google,0.5016438356,WebApp,2,2,500,400,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Google,0.1811472603,WebApp,1,1.75,50,400,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,yes
Google,0.2648972603,WebApp,2,3.5,50,400,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.4365068493,WebApp,4,7,50,400,400,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.1740068493,WebApp,1,0.5,50,400,400,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.2465068493,WebApp,2,1,50,400,400,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.2555068493,WebApp,2,2,50,400,400,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.3005068493,WebApp,2,7,50,400,400,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.5022465753,WebApp,4,14,50,400,600,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.3122465753,WebApp,2,8,50,400,600,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.5202465753,WebApp,4,16,50,400,600,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,0.9734383562,WebApp,8,32,250,400,600,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,no,yes
Google,0.5662328767,WebApp,1,0.5,10,400,0,no,0,A_Shared,Windows,South America,yes,no,A_no,no,no
Google,0.5662328767,WebApp,2,1,10,400,100,no,0,A_Shared,Windows,South America,yes,no,A_no,no,no
Google,0.5162328767,WebApp,2,2,10,400,100,no,0,A_Shared,Windows,South America,yes,no,A_no,no,no
Google,0.6662328767,WebApp,4,2,10,400,100,no,0,A_Shared,Windows,South America,yes,no,A_no,no,no
Google,0.2162328767,WebApp,1,0.5,10,400,100,yes,0,A_Shared,Windows,South America,yes,no,A_no,no,no
Google,0.372260274,WebApp,2,1,10,400,400,yes,0,A_Shared,Windows,South America,yes,no,A_no,yes,no
Google,0.522260274,WebApp,2,2,10,400,400,yes,0,A_Shared,Windows,South America,yes,no,A_no,yes,no
Google,0.1674965753,WebApp,1,1.75,10,400,100,yes,0,A_Shared,Windows,South America,yes,no,A_no,no,yes
Google,0.2657465753,WebApp,2,3.5,10,400,100,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.4622465753,WebApp,4,7,10,400,100,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.1537465753,WebApp,1,0.5,10,400,100,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.243109589,WebApp,2,1,10,400,100,yes,0,A_Shared,Windows,South America,no,no,A_no,yes,yes
Google,0.254109589,WebApp,2,2,10,400,100,yes,0,A_Shared,Windows,South America,no,no,A_no,yes,yes
Google,0.407739726,WebApp,2,7,10,1000,100,yes,0,A_Shared,Windows,South America,no,no,A_no,yes,yes
Google,0.642739726,WebApp,4,14,10,1000,100,yes,0,A_Shared,Windows,South America,no,no,A_no,yes,yes
Google,0.4117534247,WebApp,2,8,10,1000,100,yes,0,A_Shared,Windows,South America,no,no,A_no,yes,yes
Google,0.6577534247,WebApp,4,16,10,1000,100,yes,0,A_Shared,Windows,South America,no,no,A_no,yes,yes
Google,1.149753425,WebApp,8,32,10,1000,100,yes,0,A_Shared,Windows,South America,no,no,A_no,yes,yes
Google,0.1954520548,WebApp,1,0.5,500,400,100,no,0,A_Shared,Windows,Asia,yes,no,A_no,no,no
Google,0.3114520548,WebApp,2,1,500,400,100,no,0,A_Shared,Windows,Asia,yes,no,A_no,no,no
Google,0.4274520548,WebApp,2,2,500,400,100,no,0,A_Shared,Windows,Asia,yes,no,A_no,no,no
Google,0.6133150685,WebApp,4,2,500,400,100,no,0,A_Shared,Windows,Asia,yes,no,A_no,yes,no
Google,0.2653150685,WebApp,1,0.5,500,400,100,yes,0,A_Shared,Windows,Asia,yes,no,A_no,yes,no
Google,0.3813150685,WebApp,2,1,500,400,100,yes,0,A_Shared,Windows,Asia,yes,no,A_no,yes,no
Google,0.5959452055,WebApp,2,2,500,1000,100,yes,0,A_Shared,Windows,Asia,yes,no,A_no,yes,no
Google,0.1425479452,WebApp,1,1.75,10,400,100,yes,0,A_Shared,Windows,Asia,yes,no,A_no,no,yes
Google,0.2165479452,WebApp,2,3.5,10,400,100,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.3645479452,WebApp,4,7,10,400,100,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.1325479452,WebApp,1,0.5,10,400,100,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.1965479452,WebApp,2,1,10,400,100,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.2155616438,WebApp,2,2,10,400,600,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.2555616438,WebApp,2,7,10,400,600,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.4315616438,WebApp,4,14,10,400,600,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.2635616438,WebApp,2,8,10,400,600,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.4475616438,WebApp,4,16,10,400,600,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.9073424658,WebApp,8,32,10,1000,100,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.4099726027,WebApp,1,0.5,1000,400,100,no,0,A_Shared,Windows,Australia,yes,no,A_no,yes,no
Google,0.5459726027,WebApp,2,1,1000,400,100,no,0,A_Shared,Windows,Australia,yes,no,A_no,yes,no
Google,0.6819726027,WebApp,2,2,1000,400,100,no,0,A_Shared,Windows,Australia,yes,no,A_no,yes,no
Google,0.8179726027,WebApp,4,2,1000,400,100,no,0,A_Shared,Windows,Australia,yes,no,A_no,yes,no
Google,0.5661369863,WebApp,1,0.5,1000,1000,100,yes,0,A_Shared,Windows,Australia,yes,no,A_no,yes,no
Google,0.622,WebApp,2,1,500,1000,400,yes,0,A_Shared,Windows,Australia,yes,no,A_no,yes,no
Google,0.758,WebApp,2,2,500,1000,400,yes,0,A_Shared,Windows,Australia,yes,no,A_no,yes,no
Google,0.1955547945,WebApp,1,1.75,50,400,100,yes,0,A_Shared,Windows,Australia,yes,no,A_no,yes,yes
Google,0.2840547945,WebApp,2,3.5,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.4610547945,WebApp,4,7,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.1830547945,WebApp,1,0.5,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.2590547945,WebApp,2,1,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.2690547945,WebApp,2,2,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.3190547945,WebApp,2,7,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.5310547945,WebApp,4,14,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.3290547945,WebApp,2,8,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.5510547945,WebApp,4,16,50,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.9937945205,WebApp,8,32,10,400,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.2657534247,WebApp,1,0.5,50,1000,100,no,0,A_Shared,Windows,US,yes,no,A_no,yes,no
Google,0.3646575342,WebApp,2,1,10,1000,100,no,0,A_Shared,Windows,US,yes,no,A_no,no,no
Google,0.4646575342,WebApp,2,2,10,1000,100,no,0,A_Shared,Windows,US,yes,no,A_no,no,no
Google,0.5646575342,WebApp,4,2,10,1000,100,no,0,A_Shared,Windows,US,yes,no,A_no,no,no
Google,0.2646575342,WebApp,1,0.5,10,1000,100,yes,0,A_Shared,Windows,US,yes,no,A_no,no,no
Google,0.3646575342,WebApp,2,1,10,1000,100,yes,0,A_Shared,Windows,US,yes,no,A_no,no,no
Google,0.6309589041,WebApp,2,2,10,2000,100,yes,0,A_Shared,Windows,US,yes,no,A_no,yes,no
Google,0.5102304795,WebApp,1,1.75,500,2000,100,yes,0,A_Shared,Windows,US,yes,no,A_no,no,yes
Google,0.5752554795,WebApp,2,3.5,500,2000,100,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.7053054795,WebApp,4,7,500,2000,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.3965609589,WebApp,1,0.5,50,2000,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.4527109589,WebApp,2,1,50,2000,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.4598109589,WebApp,2,2,50,2000,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.8240780822,WebApp,2,7,50,4000,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.9789780822,WebApp,4,14,50,4000,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,0.8777534247,WebApp,2,8,250,4000,400,yes,0,A_Shared,Windows,US,no,no,A_no,no,yes
Google,1.103452055,WebApp,4,16,250,4000,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,1.427452055,WebApp,8,32,250,4000,400,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.2930136986,WebApp,1,0.5,1000,400,600,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Google,0.5216438356,WebApp,2,1,1000,1000,600,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Google,0.6571232877,WebApp,2,2,1000,1000,1000,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Google,0.7871232877,WebApp,4,2,1000,1000,1000,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Google,0.3971232877,WebApp,1,0.5,1000,1000,1000,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Google,0.5271232877,WebApp,2,1,1000,1000,1000,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
